product_id,title,price,image_url,url,local_image_path,garment_code,occasion_scores,boldness_scores,color_scores,formality_scores
203,Black Solid Lace Crop Top,₹799,https://assets.newme.asia/wp-content/uploads/2026/05/2115300800190a32/NM-PRC-313-BLS-26-MAY-33894-BLACK(1).webp,https://newme.asia/product/black-solid-lace-crop-top-2,product_images/202.jpg,BLS,"{""casual everyday wear"": 0.3451, ""party outfit"": 0.2746, ""wedding guest outfit"": 0.0775, ""office wear"": 0.1338, ""date night outfit"": 0.162, ""beach vacation outfit"": 0.007}","{""subtle and understated outfit"": 0.5, ""bold and loud statement outfit"": 0.5}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.7857, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.1579, ""semi formal outfit"": 0.4615, ""casual informal outfit"": 0.3806}"
204,Black Typography Ombre Crop Top,₹799,https://assets.newme.asia/wp-content/uploads/2026/05/2115074372cb897f/NM-PRC-91-BLS-26-MAY-33727-BLACK(1).webp,https://newme.asia/product/black-typography-ombre-crop-top,product_images/203.jpg,BLS,"{""casual everyday wear"": 0.5156, ""party outfit"": 0.2031, ""wedding guest outfit"": 0.0573, ""office wear"": 0.099, ""date night outfit"": 0.1198, ""beach vacation outfit"": 0.0052}","{""subtle and understated outfit"": 0.1154, ""bold and loud statement outfit"": 0.8846}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.7857, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.1718, ""semi formal outfit"": 0.4141, ""casual informal outfit"": 0.4141}"
205,Yellow Solid Cut Out Top,₹599,https://assets.newme.asia/wp-content/uploads/2026/05/2115080930aca6b2/NM-PRC-194-BLS-25-JUL-23339-YELLOW(1).webp,https://newme.asia/product/yellow-solid-cut-out-top,product_images/204.jpg,BLS,"{""casual everyday wear"": 0.1941, ""party outfit"": 0.3706, ""wedding guest outfit"": 0.0647, ""office wear"": 0.1118, ""date night outfit"": 0.2529, ""beach vacation outfit"": 0.0059}","{""subtle and understated outfit"": 0.5, ""bold and loud statement outfit"": 0.5}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.7857, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.1579, ""semi formal outfit"": 0.4615, ""casual informal outfit"": 0.3806}"
206,Brown Leopard Printed Top,₹699,https://assets.newme.asia/wp-content/uploads/2026/05/21144506d5f5263f/NM-PRC-186-BLS-26-MAY-33642-BROWN(1).webp,https://newme.asia/product/brown-leopard-printed-top,product_images/205.jpg,BLS,"{""casual everyday wear"": 0.2895, ""party outfit"": 0.2368, ""wedding guest outfit"": 0.0965, ""office wear"": 0.1667, ""date night outfit"": 0.2018, ""beach vacation outfit"": 0.0088}","{""subtle and understated outfit"": 0.0455, ""bold and loud statement outfit"": 0.9545}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.7857, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.1718, ""semi formal outfit"": 0.4141, ""casual informal outfit"": 0.4141}"
207,Light Pink Strappy Slim Fit Tank Top,₹799,https://assets.newme.asia/wp-content/uploads/2024/12/05133829fb9c8dfc/NM-PRC-3-TAT-24-NOV-13241-LIGHTPINK(1).webp,https://newme.asia/product/light-pink-strappy-slim-fit-tank-top,product_images/206.jpg,TAT,"{""casual everyday wear"": 0.5698, ""party outfit"": 0.2209, ""wedding guest outfit"": 0.0116, ""office wear"": 0.0116, ""date night outfit"": 0.1744, ""beach vacation outfit"": 0.0116}","{""subtle and understated outfit"": 0.5, ""bold and loud statement outfit"": 0.5}","{""soft muted pastel colors"": 0.4773, ""bright bold colors"": 0.25, ""dark moody colors"": 0.0227, ""neutral minimal colors"": 0.25}","{""very formal outfit"": 0.0208, ""semi formal outfit"": 0.2292, ""casual informal outfit"": 0.75}"
208,Blue Solid High-Rise Jeans,₹1499,https://assets.newme.asia/wp-content/uploads/2026/05/1512141952455167/NM-PRC-392-JNS-26-MAY-33544-BLUE(1).webp,https://newme.asia/product/blue-solid-high-rise-jeans-2,product_images/207.jpg,JNS,"{""casual everyday wear"": 0.6771, ""party outfit"": 0.1146, ""wedding guest outfit"": 0.0104, ""office wear"": 0.0729, ""date night outfit"": 0.1146, ""beach vacation outfit"": 0.0104}","{""subtle and understated outfit"": 0.8846, ""bold and loud statement outfit"": 0.1154}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.7857, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.0372, ""semi formal outfit"": 0.2438, ""casual informal outfit"": 0.719}"
209,Dark Blue Embellished High-Rise Jeans,₹1719,https://assets.newme.asia/wp-content/uploads/2026/05/110954374c5e28d9/NM-IN-56-JNS-26-MAR-22631-DARKBLUE(0).webp,https://newme.asia/product/dark-blue-embellished-high-rise-jeans,product_images/208.jpg,JNS,"{""casual everyday wear"": 0.4062, ""party outfit"": 0.1938, ""wedding guest outfit"": 0.2812, ""office wear"": 0.0437, ""date night outfit"": 0.0688, ""beach vacation outfit"": 0.0063}","{""subtle and understated outfit"": 0.1154, ""bold and loud statement outfit"": 0.8846}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.7857, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.0331, ""semi formal outfit"": 0.3272, ""casual informal outfit"": 0.6397}"
210,Blue Mid Rise Straight Fit Jeans,₹1749,https://assets.newme.asia/wp-content/uploads/2025/11/1414410526ce50a5/NM-PRC-386-JNS-25-NOV-26682-LIGHTBLUE(1).webp,https://newme.asia/product/blue-mid-rise-straight-fit-jeans-29,product_images/209.jpg,JNS,"{""casual everyday wear"": 0.6771, ""party outfit"": 0.1146, ""wedding guest outfit"": 0.0104, ""office wear"": 0.0729, ""date night outfit"": 0.1146, ""beach vacation outfit"": 0.0104}","{""subtle and understated outfit"": 0.8846, ""bold and loud statement outfit"": 0.1154}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.7857, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.0405, ""semi formal outfit"": 0.1757, ""casual informal outfit"": 0.7838}"
211,Light Blue High Rise Ripped Jeans,₹1719,https://assets.newme.asia/wp-content/uploads/2025/10/06142415b4e2db67/NM-PRC-356-JNS-25-OCT-25206-LIGHTBLUE(1).webp,https://newme.asia/product/light-blue-high-rise-ripped-jeans-7,product_images/210.jpg,JNS,"{""casual everyday wear"": 0.6771, ""party outfit"": 0.1146, ""wedding guest outfit"": 0.0104, ""office wear"": 0.0729, ""date night outfit"": 0.1146, ""beach vacation outfit"": 0.0104}","{""subtle and understated outfit"": 0.5, ""bold and loud statement outfit"": 0.5}","{""soft muted pastel colors"": 0.875, ""bright bold colors"": 0.0417, ""dark moody colors"": 0.0417, ""neutral minimal colors"": 0.0417}","{""very formal outfit"": 0.0405, ""semi formal outfit"": 0.1757, ""casual informal outfit"": 0.7838}"
212,Black Monotone High-Rise Jeans,₹1599,https://assets.newme.asia/wp-content/uploads/2026/03/050802326dd1f33d/NM-PRC-392-JNS-26-JAN-30685-BLACK(1).webp,https://newme.asia/product/black-monotone-high-rise-jeans,product_images/211.jpg,JNS,"{""casual everyday wear"": 0.6771, ""party outfit"": 0.1146, ""wedding guest outfit"": 0.0104, ""office wear"": 0.0729, ""date night outfit"": 0.1146, ""beach vacation outfit"": 0.0104}","{""subtle and understated outfit"": 0.5, ""bold and loud statement outfit"": 0.5}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.7857, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.0405, ""semi formal outfit"": 0.1757, ""casual informal outfit"": 0.7838}"
213,Dark Blue Solid High-Rise Jeans,₹1699,https://assets.newme.asia/wp-content/uploads/2026/03/050803420c1e49b5/NM-PRC-386-JNS-26-JAN-30746-DARKBLUE(1).webp,https://newme.asia/product/dark-blue-solid-high-rise-jeans-7,product_images/212.jpg,JNS,"{""casual everyday wear"": 0.6771, ""party outfit"": 0.1146, ""wedding guest outfit"": 0.0104, ""office wear"": 0.0729, ""date night outfit"": 0.1146, ""beach vacation outfit"": 0.0104}","{""subtle and understated outfit"": 0.8846, ""bold and loud statement outfit"": 0.1154}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.7857, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.0372, ""semi formal outfit"": 0.2438, ""casual informal outfit"": 0.719}"
215,Blue Lace Insert Wide-Leg Jeans,₹1099,https://assets.newme.asia/wp-content/uploads/2025/11/14144034236d525d/NM-PRC-386-JNS-25-NOV-26651-LIGHTBLUE(1).webp,https://newme.asia/product/blue-lace-insert-wide-leg-jeans,product_images/214.jpg,JNS,"{""casual everyday wear"": 0.6771, ""party outfit"": 0.1146, ""wedding guest outfit"": 0.0104, ""office wear"": 0.0729, ""date night outfit"": 0.1146, ""beach vacation outfit"": 0.0104}","{""subtle and understated outfit"": 0.1154, ""bold and loud statement outfit"": 0.8846}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.7857, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.0405, ""semi formal outfit"": 0.1757, ""casual informal outfit"": 0.7838}"
216,Whie Solid High Rise Jeans,₹1099,https://assets.newme.asia/wp-content/uploads/2026/01/310711030309820b/NM-IN-56-JNS-25-DEC-22297-WHITE(0).webp,https://newme.asia/product/whie-solid-high-rise-jeans,product_images/215.jpg,JNS,"{""casual everyday wear"": 0.6771, ""party outfit"": 0.1146, ""wedding guest outfit"": 0.0104, ""office wear"": 0.0729, ""date night outfit"": 0.1146, ""beach vacation outfit"": 0.0104}","{""subtle and understated outfit"": 0.8846, ""bold and loud statement outfit"": 0.1154}","{""soft muted pastel colors"": 0.25, ""bright bold colors"": 0.25, ""dark moody colors"": 0.25, ""neutral minimal colors"": 0.25}","{""very formal outfit"": 0.0372, ""semi formal outfit"": 0.2438, ""casual informal outfit"": 0.719}"
217,Red Solid Mid Rise Jeans,₹1649,https://assets.newme.asia/wp-content/uploads/2026/01/2213470730cbee46/NM-PRC-306-JNS-26-JAN-29859-RED(1).webp,https://newme.asia/product/red-solid-mid-rise-jeans,product_images/216.jpg,JNS,"{""casual everyday wear"": 0.6771, ""party outfit"": 0.1146, ""wedding guest outfit"": 0.0104, ""office wear"": 0.0729, ""date night outfit"": 0.1146, ""beach vacation outfit"": 0.0104}","{""subtle and understated outfit"": 0.8846, ""bold and loud statement outfit"": 0.1154}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.7857, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.0372, ""semi formal outfit"": 0.2438, ""casual informal outfit"": 0.719}"
218,Straight Fit Cargo Jeans,₹789,https://assets.newme.asia/wp-content/uploads/2025/07/23235944820bbf72/NM-IN-56-JNS-25-MAY-16517-LIGHTGREY_(1).webp,https://newme.asia/product/straight-fit-cargo-jeans-7,product_images/217.jpg,JNS,"{""casual everyday wear"": 0.8013, ""party outfit"": 0.0705, ""wedding guest outfit"": 0.0064, ""office wear"": 0.0449, ""date night outfit"": 0.0705, ""beach vacation outfit"": 0.0064}","{""subtle and understated outfit"": 0.8846, ""bold and loud statement outfit"": 0.1154}","{""soft muted pastel colors"": 0.25, ""bright bold colors"": 0.25, ""dark moody colors"": 0.25, ""neutral minimal colors"": 0.25}","{""very formal outfit"": 0.0242, ""semi formal outfit"": 0.1048, ""casual informal outfit"": 0.871}"
219,Black Solid Mid Rise Straight Jeans,₹999,https://assets.newme.asia/wp-content/uploads/2025/09/23125545581c5fd7/NM-IN-56-JNS-25-AUG-21315-BLACK_(1).webp,https://newme.asia/product/black-solid-mid-rise-straight-jeans,product_images/218.jpg,JNS,"{""casual everyday wear"": 0.6771, ""party outfit"": 0.1146, ""wedding guest outfit"": 0.0104, ""office wear"": 0.0729, ""date night outfit"": 0.1146, ""beach vacation outfit"": 0.0104}","{""subtle and understated outfit"": 0.8846, ""bold and loud statement outfit"": 0.1154}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.7857, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.0372, ""semi formal outfit"": 0.2438, ""casual informal outfit"": 0.719}"
220,Blue Solid Mid Rise Straight Jeans,₹909,https://assets.newme.asia/wp-content/uploads/2025/09/23125648168d093c/NM-IN-56-JNS-25-AUG-21332-BLUE_(1).webp,https://newme.asia/product/blue-solid-mid-rise-straight-jeans-4,product_images/219.jpg,JNS,"{""casual everyday wear"": 0.6771, ""party outfit"": 0.1146, ""wedding guest outfit"": 0.0104, ""office wear"": 0.0729, ""date night outfit"": 0.1146, ""beach vacation outfit"": 0.0104}","{""subtle and understated outfit"": 0.8846, ""bold and loud statement outfit"": 0.1154}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.7857, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.0372, ""semi formal outfit"": 0.2438, ""casual informal outfit"": 0.719}"
221,Brown High Rise Cargo Jeans,₹1699,https://assets.newme.asia/wp-content/uploads/2026/03/05080139215377ee/NM-PRC-306-JNS-26-JAN-30635-BROWN(1).webp,https://newme.asia/product/brown-high-rise-cargo-jeans,product_images/220.jpg,JNS,"{""casual everyday wear"": 0.8013, ""party outfit"": 0.0705, ""wedding guest outfit"": 0.0064, ""office wear"": 0.0449, ""date night outfit"": 0.0705, ""beach vacation outfit"": 0.0064}","{""subtle and understated outfit"": 0.5, ""bold and loud statement outfit"": 0.5}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.7857, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.0242, ""semi formal outfit"": 0.1048, ""casual informal outfit"": 0.871}"
222,Dark Blue Solid Mid Rise Jeans,₹539,https://assets.newme.asia/wp-content/uploads/2025/09/1913292447049096/NM-IN-56-JNS-25-AUG-21320-DARKBLUE_(1).webp,https://newme.asia/product/dark-blue-solid-mid-rise-jeans,product_images/221.jpg,JNS,"{""casual everyday wear"": 0.6771, ""party outfit"": 0.1146, ""wedding guest outfit"": 0.0104, ""office wear"": 0.0729, ""date night outfit"": 0.1146, ""beach vacation outfit"": 0.0104}","{""subtle and understated outfit"": 0.8846, ""bold and loud statement outfit"": 0.1154}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.7857, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.0372, ""semi formal outfit"": 0.2438, ""casual informal outfit"": 0.719}"
223,Darkblue Highrise Straight Jeans,₹699,https://assets.newme.asia/wp-content/uploads/2025/07/31160706f95f6ea3/NM-IN-56-JNS-25-JUL-21138-DARKBLUE_(1).webp,https://newme.asia/product/darkblue-highrise-straight-jeans,product_images/222.jpg,JNS,"{""casual everyday wear"": 0.6771, ""party outfit"": 0.1146, ""wedding guest outfit"": 0.0104, ""office wear"": 0.0729, ""date night outfit"": 0.1146, ""beach vacation outfit"": 0.0104}","{""subtle and understated outfit"": 0.5, ""bold and loud statement outfit"": 0.5}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.7857, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.0405, ""semi formal outfit"": 0.1757, ""casual informal outfit"": 0.7838}"
224,Straight Fit Cargo Jeans,₹699,https://assets.newme.asia/wp-content/uploads/2025/07/232359327ff1d142/NM-IN-56-JNS-25-MAY-16517-GREEN_(1).webp,https://newme.asia/product/straight-fit-cargo-jeans-4,product_images/223.jpg,JNS,"{""casual everyday wear"": 0.8013, ""party outfit"": 0.0705, ""wedding guest outfit"": 0.0064, ""office wear"": 0.0449, ""date night outfit"": 0.0705, ""beach vacation outfit"": 0.0064}","{""subtle and understated outfit"": 0.8846, ""bold and loud statement outfit"": 0.1154}","{""soft muted pastel colors"": 0.25, ""bright bold colors"": 0.25, ""dark moody colors"": 0.25, ""neutral minimal colors"": 0.25}","{""very formal outfit"": 0.0242, ""semi formal outfit"": 0.1048, ""casual informal outfit"": 0.871}"
225,White Bow Print Mid Rise Jeans,₹1199,https://assets.newme.asia/wp-content/uploads/2025/09/15065113c2cfb1a8/NM-PRC-325-JNS-25-AUG-24094-WHITE(1).webp,https://newme.asia/product/white-bow-print-mid-rise-jeans,product_images/224.jpg,JNS,"{""casual everyday wear"": 0.6771, ""party outfit"": 0.1146, ""wedding guest outfit"": 0.0104, ""office wear"": 0.0729, ""date night outfit"": 0.1146, ""beach vacation outfit"": 0.0104}","{""subtle and understated outfit"": 0.1154, ""bold and loud statement outfit"": 0.8846}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.7857}","{""very formal outfit"": 0.0405, ""semi formal outfit"": 0.1757, ""casual informal outfit"": 0.7838}"
226,Straight Fit Cargo Jeans,₹699,https://assets.newme.asia/wp-content/uploads/2025/07/232359119cef5a73/NM-IN-56-JNS-25-MAY-16517-DARKGREY_(1).webp,https://newme.asia/product/straight-fit-cargo-jeans,product_images/225.jpg,JNS,"{""casual everyday wear"": 0.8013, ""party outfit"": 0.0705, ""wedding guest outfit"": 0.0064, ""office wear"": 0.0449, ""date night outfit"": 0.0705, ""beach vacation outfit"": 0.0064}","{""subtle and understated outfit"": 0.8846, ""bold and loud statement outfit"": 0.1154}","{""soft muted pastel colors"": 0.25, ""bright bold colors"": 0.25, ""dark moody colors"": 0.25, ""neutral minimal colors"": 0.25}","{""very formal outfit"": 0.0242, ""semi formal outfit"": 0.1048, ""casual informal outfit"": 0.871}"
227,Blue Solid Mid Rise Jeans,₹1099,https://assets.newme.asia/wp-content/uploads/2026/02/27132847b266835f/NM-IN-56-JNS-26-FEB-22604-BLUE(0).webp,https://newme.asia/product/blue-solid-mid-rise-jeans,product_images/226.jpg,JNS,"{""casual everyday wear"": 0.6771, ""party outfit"": 0.1146, ""wedding guest outfit"": 0.0104, ""office wear"": 0.0729, ""date night outfit"": 0.1146, ""beach vacation outfit"": 0.0104}","{""subtle and understated outfit"": 0.8846, ""bold and loud statement outfit"": 0.1154}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.7857, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.0372, ""semi formal outfit"": 0.2438, ""casual informal outfit"": 0.719}"
228,Blue Solid Mid Rise Straight Jeans,₹699,https://assets.newme.asia/wp-content/uploads/2025/09/231255271e7dbe47/NM-IN-56-JNS-25-AUG-21312-BLUE_(1).webp,https://newme.asia/product/blue-solid-mid-rise-straight-jeans,product_images/227.jpg,JNS,"{""casual everyday wear"": 0.6771, ""party outfit"": 0.1146, ""wedding guest outfit"": 0.0104, ""office wear"": 0.0729, ""date night outfit"": 0.1146, ""beach vacation outfit"": 0.0104}","{""subtle and understated outfit"": 0.8846, ""bold and loud statement outfit"": 0.1154}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.7857, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.0372, ""semi formal outfit"": 0.2438, ""casual informal outfit"": 0.719}"
229,Burgundy Mid Rise Straight Fit Stretch Jeans,₹759,https://assets.newme.asia/wp-content/uploads/2025/05/171446380303d737/NM-IN-56-JNS-25-MAR-12844-BURGUNDY_(1).webp,https://newme.asia/product/burgundy-mid-rise-straight-fit-stretch-jeans,product_images/228.jpg,JNS,"{""casual everyday wear"": 0.6771, ""party outfit"": 0.1146, ""wedding guest outfit"": 0.0104, ""office wear"": 0.0729, ""date night outfit"": 0.1146, ""beach vacation outfit"": 0.0104}","{""subtle and understated outfit"": 0.8846, ""bold and loud statement outfit"": 0.1154}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.7857, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.0405, ""semi formal outfit"": 0.1757, ""casual informal outfit"": 0.7838}"
230,Dark Blue Pinstripe Straight Fit Jeans,₹1309,https://assets.newme.asia/wp-content/uploads/2025/09/150648578f9633a5/NM-PRC-306-JNS-25-JUL-23348-DARKBLUE(1).webp,https://newme.asia/product/dark-blue-pinstripe-straight-fit-jeans,product_images/229.jpg,JNS,"{""casual everyday wear"": 0.4452, ""party outfit"": 0.0753, ""wedding guest outfit"": 0.0068, ""office wear"": 0.3904, ""date night outfit"": 0.0753, ""beach vacation outfit"": 0.0068}","{""subtle and understated outfit"": 0.8846, ""bold and loud statement outfit"": 0.1154}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.7857, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.3385, ""semi formal outfit"": 0.1211, ""casual informal outfit"": 0.5404}"
231,Blue Solid Mid Rise Wide Leg Jeans,₹909,https://assets.newme.asia/wp-content/uploads/2025/09/2312562837ffd3b1/NM-IN-56-JNS-25-AUG-21323-BLUE_(1).webp,https://newme.asia/product/blue-solid-mid-rise-wide-leg-jeans-22,product_images/230.jpg,JNS,"{""casual everyday wear"": 0.6771, ""party outfit"": 0.1146, ""wedding guest outfit"": 0.0104, ""office wear"": 0.0729, ""date night outfit"": 0.1146, ""beach vacation outfit"": 0.0104}","{""subtle and understated outfit"": 0.8846, ""bold and loud statement outfit"": 0.1154}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.7857, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.0372, ""semi formal outfit"": 0.2438, ""casual informal outfit"": 0.719}"
232,Black Mid Rise Straight Fit Jeans,₹1149,https://assets.newme.asia/wp-content/uploads/2025/07/23203619cb67dcb4/NM-PRC-306-JNS-25-MAR-15765-BLACK(1).webp,https://newme.asia/product/black-mid-rise-straight-fit-jeans,product_images/231.jpg,JNS,"{""casual everyday wear"": 0.6771, ""party outfit"": 0.1146, ""wedding guest outfit"": 0.0104, ""office wear"": 0.0729, ""date night outfit"": 0.1146, ""beach vacation outfit"": 0.0104}","{""subtle and understated outfit"": 0.8846, ""bold and loud statement outfit"": 0.1154}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.7857, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.0405, ""semi formal outfit"": 0.1757, ""casual informal outfit"": 0.7838}"
233,Mid Rise Straight Fit Off-White Jeans,₹859,https://assets.newme.asia/wp-content/uploads/2024/01/04082557/NM-IN-55-JNS-24-JAN-83-OFFWHITE-1.webp,https://newme.asia/product/midrise-straight-fit-offwhite-jeans,product_images/232.jpg,JNS,"{""casual everyday wear"": 0.6771, ""party outfit"": 0.1146, ""wedding guest outfit"": 0.0104, ""office wear"": 0.0729, ""date night outfit"": 0.1146, ""beach vacation outfit"": 0.0104}","{""subtle and understated outfit"": 0.8846, ""bold and loud statement outfit"": 0.1154}","{""soft muted pastel colors"": 0.0417, ""bright bold colors"": 0.0417, ""dark moody colors"": 0.0417, ""neutral minimal colors"": 0.875}","{""very formal outfit"": 0.0405, ""semi formal outfit"": 0.1757, ""casual informal outfit"": 0.7838}"
234,Darkblue Highrise Straight Jeans,₹769,https://assets.newme.asia/wp-content/uploads/2025/07/31160704849e4c57/NM-IN-56-JNS-25-JUL-21137-DARKBLUE_(1).webp,https://newme.asia/product/darkblue-highrise-straight-jeans-2,product_images/233.jpg,JNS,"{""casual everyday wear"": 0.6771, ""party outfit"": 0.1146, ""wedding guest outfit"": 0.0104, ""office wear"": 0.0729, ""date night outfit"": 0.1146, ""beach vacation outfit"": 0.0104}","{""subtle and understated outfit"": 0.5, ""bold and loud statement outfit"": 0.5}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.7857, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.0405, ""semi formal outfit"": 0.1757, ""casual informal outfit"": 0.7838}"
235,Black High Rise Straight Fit Jeans,₹799,https://assets.newme.asia/wp-content/uploads/2025/11/1315294073573b87/NM-IN-56-JNS-25-NOV-21920-BLACK(1).webp,https://newme.asia/product/black-high-rise-straight-fit-jeans-16,product_images/234.jpg,JNS,"{""casual everyday wear"": 0.6771, ""party outfit"": 0.1146, ""wedding guest outfit"": 0.0104, ""office wear"": 0.0729, ""date night outfit"": 0.1146, ""beach vacation outfit"": 0.0104}","{""subtle and understated outfit"": 0.8846, ""bold and loud statement outfit"": 0.1154}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.7857, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.0405, ""semi formal outfit"": 0.1757, ""casual informal outfit"": 0.7838}"
236,Light Blue High Rise Straight Fit Jeans,₹1129,https://assets.newme.asia/wp-content/uploads/2025/10/180752160a0fc849/NM-PRC-337-JNS-25-OCT-25548-LIGHTBLUE(1).webp,https://newme.asia/product/light-blue-high-rise-straight-fit-jeans-16,product_images/235.jpg,JNS,"{""casual everyday wear"": 0.6771, ""party outfit"": 0.1146, ""wedding guest outfit"": 0.0104, ""office wear"": 0.0729, ""date night outfit"": 0.1146, ""beach vacation outfit"": 0.0104}","{""subtle and understated outfit"": 0.8846, ""bold and loud statement outfit"": 0.1154}","{""soft muted pastel colors"": 0.875, ""bright bold colors"": 0.0417, ""dark moody colors"": 0.0417, ""neutral minimal colors"": 0.0417}","{""very formal outfit"": 0.0405, ""semi formal outfit"": 0.1757, ""casual informal outfit"": 0.7838}"
237,Red Draped Detail Mini Dress,₹749,https://assets.newme.asia/wp-content/uploads/2025/05/171834445a6b7ead/NM-IN-56-DRS-24-DEC-13851-DARKBROWN(1)_c.webp,https://newme.asia/product/red-draped-detail-mini-dress,product_images/236.jpg,DRS,"{""casual everyday wear"": 0.1442, ""party outfit"": 0.2788, ""wedding guest outfit"": 0.2404, ""office wear"": 0.0096, ""date night outfit"": 0.2404, ""beach vacation outfit"": 0.0865}","{""subtle and understated outfit"": 0.5, ""bold and loud statement outfit"": 0.5}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.7857, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.2328, ""semi formal outfit"": 0.4914, ""casual informal outfit"": 0.2759}"
238,Sleeveless Bodycon Tie Detail Dress,₹499,https://assets.newme.asia/wp-content/uploads/2025/06/150959530d1677a4/NM-IN-56-DRS-25-MAY-16701-DARKGREY(1).webp,https://newme.asia/product/sleeveless-bodycon-tie-detail-dress,product_images/237.jpg,DRS,"{""casual everyday wear"": 0.0815, ""party outfit"": 0.4293, ""wedding guest outfit"": 0.1359, ""office wear"": 0.0054, ""date night outfit"": 0.2989, ""beach vacation outfit"": 0.0489}","{""subtle and understated outfit"": 0.5, ""bold and loud statement outfit"": 0.5}","{""soft muted pastel colors"": 0.25, ""bright bold colors"": 0.25, ""dark moody colors"": 0.25, ""neutral minimal colors"": 0.25}","{""very formal outfit"": 0.1915, ""semi formal outfit"": 0.5816, ""casual informal outfit"": 0.227}"
