prompt,occasion,formality,constraint,color_tone,occasion_soft,formality_soft,constraint_soft,color_tone_soft,split,source
"desert glamping in morocco, flowing neutrals and a warm layer for night",vacation,casual,understated,neutral,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,seed_vacation
"staycation spa weekend, soft loungewear and slippers energy",vacation,casual,no_constraint,soft,"{""vacation"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""soft"": 1.0}",train,seed_vacation
"scenic train journey through switzerland, comfy layered neutrals for long days",vacation,casual,understated,neutral,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",heldout,seed_vacation
"outfits for a trip to goa, breezy and easy for the beach",vacation,casual,no_constraint,bright,"{""vacation"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",train,aug_vacation
"goa holiday, i want practical lightweight layers, nothing fancy",vacation,casual,understated,dark,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,aug_vacation
"what to pack for bali, comfy for walking around cities all day",vacation,casual,understated,neutral,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,aug_vacation
"going to bali for a week, need bright colourful prints for photos",vacation,casual,bold,bright,"{""vacation"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,aug_vacation
"greece holiday, i want soft flowy pieces for warm evenings",vacation,semi-formal,understated,soft,"{""vacation"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",train,aug_vacation
"vacation in greece, elegant poolside looks with gold accessories",vacation,semi-formal,understated,neutral,"{""vacation"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,aug_vacation
"going to italy for a week, need practical lightweight layers, nothing fancy",vacation,casual,understated,dark,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,aug_vacation
"outfits for a trip to italy, cosy warm neutrals for cool nights",vacation,casual,understated,neutral,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,aug_vacation
"vacation in thailand, bright colourful prints for photos",vacation,casual,bold,bright,"{""vacation"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,aug_vacation
"what to pack for thailand, minimal black and white capsule",vacation,casual,understated,dark,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,aug_vacation
"outfits for a trip to portugal, elegant poolside looks with gold accessories",vacation,semi-formal,understated,neutral,"{""vacation"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,aug_vacation
"portugal holiday, i want breezy and easy for the beach",vacation,casual,no_constraint,bright,"{""vacation"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",train,aug_vacation
"what to pack for mexico, cosy warm neutrals for cool nights",vacation,casual,understated,neutral,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,aug_vacation
"going to mexico for a week, need comfy for walking around cities all day",vacation,casual,understated,neutral,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,aug_vacation
"morocco holiday, i want minimal black and white capsule",vacation,casual,understated,dark,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,aug_vacation
"vacation in morocco, soft flowy pieces for warm evenings",vacation,semi-formal,understated,soft,"{""vacation"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",train,aug_vacation
"going to vietnam for a week, need breezy and easy for the beach",vacation,casual,no_constraint,bright,"{""vacation"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",train,aug_vacation
"outfits for a trip to vietnam, practical lightweight layers, nothing fancy",vacation,casual,understated,dark,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,aug_vacation
"vacation in sri lanka, comfy for walking around cities all day",vacation,casual,understated,neutral,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,aug_vacation
"what to pack for sri lanka, bright colourful prints for photos",vacation,casual,bold,bright,"{""vacation"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,aug_vacation
"outfits for a trip to the maldives, soft flowy pieces for warm evenings",vacation,semi-formal,understated,soft,"{""vacation"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",train,aug_vacation
"the maldives holiday, i want elegant poolside looks with gold accessories",vacation,semi-formal,understated,neutral,"{""vacation"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,aug_vacation
"what to pack for croatia, practical lightweight layers, nothing fancy",vacation,casual,understated,dark,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,aug_vacation
"going to croatia for a week, need cosy warm neutrals for cool nights",vacation,casual,understated,neutral,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,aug_vacation
"spain holiday, i want bright colourful prints for photos",vacation,casual,bold,bright,"{""vacation"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,aug_vacation
"vacation in spain, minimal black and white capsule",vacation,casual,understated,dark,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,aug_vacation
"going to turkey for a week, need elegant poolside looks with gold accessories",vacation,semi-formal,understated,neutral,"{""vacation"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,aug_vacation
"outfits for a trip to turkey, breezy and easy for the beach",vacation,casual,no_constraint,bright,"{""vacation"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",train,aug_vacation
"vacation in dubai, cosy warm neutrals for cool nights",vacation,casual,understated,neutral,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,aug_vacation
"what to pack for dubai, comfy for walking around cities all day",vacation,casual,understated,neutral,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,aug_vacation
"outfits for a trip to kerala, minimal black and white capsule",vacation,casual,understated,dark,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,aug_vacation
"kerala holiday, i want soft flowy pieces for warm evenings",vacation,semi-formal,understated,soft,"{""vacation"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",train,aug_vacation
"what to pack for the andamans, breezy and easy for the beach",vacation,casual,no_constraint,bright,"{""vacation"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",train,aug_vacation
"going to the andamans for a week, need practical lightweight layers, nothing fancy",vacation,casual,understated,dark,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,aug_vacation
"coorg holiday, i want comfy for walking around cities all day",vacation,casual,understated,neutral,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,aug_vacation
"vacation in coorg, bright colourful prints for photos",vacation,casual,bold,bright,"{""vacation"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,aug_vacation
"going to the alps for a week, need soft flowy pieces for warm evenings",vacation,semi-formal,understated,soft,"{""vacation"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",train,aug_vacation
"outfits for a trip to the alps, elegant poolside looks with gold accessories",vacation,semi-formal,understated,neutral,"{""vacation"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,aug_vacation
"vacation in iceland, practical lightweight layers, nothing fancy",vacation,casual,understated,dark,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,aug_vacation
"what to pack for iceland, cosy warm neutrals for cool nights",vacation,casual,understated,neutral,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,aug_vacation
"outfits for a trip to norway, bright colourful prints for photos",vacation,casual,bold,bright,"{""vacation"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,aug_vacation
"norway holiday, i want minimal black and white capsule",vacation,casual,understated,dark,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,aug_vacation
"what to pack for a lake house, elegant poolside looks with gold accessories",vacation,semi-formal,understated,neutral,"{""vacation"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,aug_vacation
"going to a lake house for a week, need breezy and easy for the beach",vacation,casual,no_constraint,bright,"{""vacation"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",train,aug_vacation
"the countryside holiday, i want cosy warm neutrals for cool nights",vacation,casual,understated,neutral,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,aug_vacation
"vacation in the countryside, comfy for walking around cities all day",vacation,casual,understated,neutral,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,aug_vacation
"going to a beach town for a week, need minimal black and white capsule",vacation,casual,understated,dark,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,aug_vacation
"outfits for a trip to a beach town, soft flowy pieces for warm evenings",vacation,semi-formal,understated,soft,"{""vacation"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",train,aug_vacation
"vacation in a hill station, breezy and easy for the beach",vacation,casual,no_constraint,bright,"{""vacation"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",train,aug_vacation
"what to pack for a hill station, practical lightweight layers, nothing fancy",vacation,casual,understated,dark,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,aug_vacation
"outfits for a trip to a desert camp, comfy for walking around cities all day",vacation,casual,understated,neutral,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,aug_vacation
"a desert camp holiday, i want bright colourful prints for photos",vacation,casual,bold,bright,"{""vacation"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,aug_vacation
"help - packing for a week in goa, easy breezy outfits for the beach and shacks help pls",vacation,casual,no_constraint,bright,"{""vacation"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",train,aug_vacation
"hey, european summer trip, put-together in photos but comfy for walking all day tia",vacation,casual,understated,neutral,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,aug_vacation
"hi - tropical island honeymoon, romantic soft outfits for sunset dinners",vacation,semi-formal,understated,soft,"{""vacation"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",train,aug_vacation
"ok so backpacking through southeast asia, lightweight and practical, nothing precious any ideas?",vacation,casual,understated,neutral,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,aug_vacation
"need advice, cruise vacation, dressier looks for formal nights plus daytime deck wear what should i wear",vacation,semi-formal,no_constraint,neutral,"{""vacation"": 1.0}","{""semi-formal"": 1.0}","{""no_constraint"": 1.0}","{""neutral"": 1.0}",train,aug_vacation
"road trip across rajasthan, comfortable cotton that handles heat and dust ideas welcome",vacation,casual,understated,bright,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""bright"": 1.0}",train,aug_vacation
quick one: apres-ski drinks in the lodge after a day on the slopes thanks,vacation,casual,bold,dark,"{""vacation"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""dark"": 1.0}",train,aug_vacation
"so girls trip to bali, instagrammable outfits, lots of colour and print help pls",vacation,casual,bold,bright,"{""vacation"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,aug_vacation
"help - family holiday in the hills, cozy layers for cool evenings and light walks tia",vacation,casual,understated,neutral,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,aug_vacation
"hey, beach club day in mykonos, chic swimwear coverups and gold accessories",vacation,casual,bold,bright,"{""vacation"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,aug_vacation
"hi - weekend lake house getaway, relaxed cabincore, flannels and denim any ideas?",vacation,casual,understated,neutral,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,aug_vacation
"ok so safari in kenya, khaki and olive practical outfits what should i wear",vacation,casual,understated,neutral,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,aug_vacation
"need advice, long haul flight outfit for a two week trip, comfiest possible but not sloppy ideas welcome",vacation,casual,understated,neutral,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,aug_vacation
"beach vacation with my girls, something fun and colourful thanks",vacation,casual,bold,bright,"{""vacation"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,aug_vacation
"quick one: resort wear for a maldives stay, flowy whites and pastels help pls",vacation,casual,understated,soft,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",train,aug_vacation
"so sightseeing in rome all day, cute but walkable, breathable fabrics tia",vacation,casual,no_constraint,neutral,"{""vacation"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""neutral"": 1.0}",train,aug_vacation
"help - poolside lounging on holiday, kaftans and oversized sunglasses",vacation,casual,no_constraint,bright,"{""vacation"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",train,aug_vacation
"hey, winter escape to the desert, warm days cold nights, layering pieces any ideas?",vacation,casual,understated,neutral,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,aug_vacation
"hi - tropical getaway, breezy linen sets in warm earthy tones what should i wear",vacation,casual,understated,neutral,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,aug_vacation
"ok so budget interrail trip, three outfits max, everything mixes and matches ideas welcome",vacation,casual,understated,dark,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,aug_vacation
"need advice, hiking holiday in the alps, moisture wicking layers and a solid shell thanks",vacation,casual,understated,dark,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,aug_vacation
"city break in paris, effortless vacation style, striped tops and flats help pls",vacation,casual,understated,neutral,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,aug_vacation
"quick one: holiday in a hot country, i burn easily so cover me up but keep it cute tia",vacation,casual,understated,soft,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",train,aug_vacation
"so beach bar hopping on holiday in tulum, boho and golden hour ready",vacation,casual,bold,bright,"{""vacation"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,aug_vacation
"help - relaxed coastal holiday, oversized shirts over swimwear any ideas?",vacation,casual,no_constraint,neutral,"{""vacation"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""neutral"": 1.0}",train,aug_vacation
"hey, amalfi coast trip, i want that bright vacation glamour what should i wear",vacation,semi-formal,bold,bright,"{""vacation"": 1.0}","{""semi-formal"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,aug_vacation
"hi - camping trip, functional and warm, do not care how it looks ideas welcome",vacation,casual,understated,dark,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,aug_vacation
"ok so quiet solo retreat by the sea, soft neutral loungewear and linen thanks",vacation,casual,understated,soft,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",train,aug_vacation
"need advice, long weekend in lisbon, comfy sneakers and easy dresses help pls",vacation,casual,understated,bright,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""bright"": 1.0}",train,aug_vacation
"beach holiday, minimalist capsule, black and white swimwear and one linen shirt tia",vacation,casual,understated,dark,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,aug_vacation
"quick one: tropical resort, colourful maximalist prints, the louder the better",vacation,casual,bold,bright,"{""vacation"": 1.0}","{""casual"": 1.0}","{""bold"": 1.0}","{""bright"": 1.0}",train,aug_vacation
"so vacation in a cold climate, chunky knits and a good coat for walking around town any ideas?",vacation,casual,understated,neutral,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,aug_vacation
"help - sailing trip for a few days, non-slip shoes and wind proof layers what should i wear",vacation,casual,understated,dark,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,aug_vacation
"hey, wine country weekend, breezy midi dresses and a hat for the vineyards ideas welcome",vacation,semi-formal,understated,soft,"{""vacation"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",train,aug_vacation
"hi - beach day on holiday, just need a good coverup and sandals thanks",vacation,casual,no_constraint,neutral,"{""vacation"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""neutral"": 1.0}",train,aug_vacation
"ok so two weeks in japan in autumn, walkable layers, muted tones for the cities help pls",vacation,casual,understated,dark,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,aug_vacation
"need advice, holiday in the greek islands, whites and blues, breezy and sun bleached tia",vacation,casual,understated,soft,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""soft"": 1.0}",train,aug_vacation
"quick one: beach resort, elegant poolside looks, monochrome and gold jewellery any ideas?",vacation,semi-formal,understated,neutral,"{""vacation"": 1.0}","{""semi-formal"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,aug_vacation
"so trekking holiday, all technical gear, comfort and function only what should i wear",vacation,casual,understated,dark,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""dark"": 1.0}",train,aug_vacation
"help - seaside town holiday, nautical stripes and rolled up chinos ideas welcome",vacation,casual,understated,neutral,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,aug_vacation
"hey, hot springs getaway in the snow, robe to pool plus warm outerwear thanks",vacation,casual,no_constraint,neutral,"{""vacation"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""neutral"": 1.0}",train,aug_vacation
"hi - family beach holiday, practical outfits that survive sand and snacks help pls",vacation,casual,understated,bright,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""bright"": 1.0}",train,aug_vacation
"ok so island hopping in the philippines, quick dry everything, salt proof tia",vacation,casual,no_constraint,bright,"{""vacation"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""bright"": 1.0}",train,aug_vacation
"need advice, desert glamping in morocco, flowing neutrals and a warm layer for night",vacation,casual,understated,neutral,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,aug_vacation
"staycation spa weekend, soft loungewear and slippers energy any ideas?",vacation,casual,no_constraint,soft,"{""vacation"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 1.0}","{""soft"": 1.0}",train,aug_vacation
"quick one: scenic train journey through switzerland, comfy layered neutrals for long days what should i wear",vacation,casual,understated,neutral,"{""vacation"": 1.0}","{""casual"": 1.0}","{""understated"": 1.0}","{""neutral"": 1.0}",train,aug_vacation
"it is a birthday, i want something party style but a little casual",party,casual,bold,bright,"{""casual"": 0.3, ""party"": 0.7}","{""casual"": 0.6, ""semi-formal"": 0.4}","{""bold"": 0.5, ""no_constraint"": 0.5}","{""bright"": 1.0}",train,seed_blend
"office party, mostly work appropriate but slightly festive",office,semi-formal,understated,neutral,"{""office"": 0.6, ""party"": 0.4}","{""casual"": 0.1, ""formal"": 0.3, ""semi-formal"": 0.6}","{""bold"": 0.4, ""understated"": 0.6}","{""bright"": 0.4, ""neutral"": 0.6}",train,seed_blend
rooftop date but a bit party since friends join later,date,semi-formal,bold,dark,"{""date"": 0.6, ""party"": 0.4}","{""casual"": 0.3, ""semi-formal"": 0.7}","{""bold"": 0.5, ""understated"": 0.5}","{""bright"": 0.4, ""dark"": 0.6}",train,seed_blend
"beach wedding guest, formal-ish but breezy for the sand",wedding,semi-formal,understated,soft,"{""vacation"": 0.25, ""wedding"": 0.75}","{""formal"": 0.4, ""semi-formal"": 0.6}","{""no_constraint"": 0.4, ""understated"": 0.6}","{""bright"": 0.4, ""soft"": 0.6}",heldout,seed_blend
"work drinks straight after the office, professional but a little going-out",office,semi-formal,understated,dark,"{""office"": 0.55, ""party"": 0.45}","{""casual"": 0.2, ""formal"": 0.2, ""semi-formal"": 0.6}","{""bold"": 0.45, ""understated"": 0.55}","{""dark"": 1.0}",train,seed_blend
"casual friday but there is a client lunch, smart but relaxed",office,semi-formal,understated,neutral,"{""casual"": 0.3, ""office"": 0.7}","{""casual"": 0.4, ""semi-formal"": 0.6}","{""understated"": 1.0}","{""neutral"": 1.0}",train,seed_blend
"engagement party for close friends, dressy but fun and danceable",party,semi-formal,bold,bright,"{""party"": 0.6, ""wedding"": 0.4}","{""formal"": 0.3, ""semi-formal"": 0.7}","{""bold"": 0.55, ""no_constraint"": 0.45}","{""bright"": 1.0}",train,seed_blend
"first date at a nice restaurant, elegant but not like i tried too hard",date,semi-formal,understated,neutral,"{""date"": 1.0}","{""casual"": 0.4, ""semi-formal"": 0.6}","{""no_constraint"": 0.3, ""understated"": 0.7}","{""dark"": 0.4, ""neutral"": 0.6}",heldout,seed_blend
"birthday dinner then a club, needs to work for both",party,semi-formal,bold,dark,"{""date"": 0.35, ""party"": 0.65}","{""casual"": 0.45, ""semi-formal"": 0.55}","{""bold"": 0.6, ""understated"": 0.4}","{""dark"": 1.0}",train,seed_blend
"holiday but there is one fancy dinner, mostly beach with one dressy look",vacation,casual,understated,bright,"{""date"": 0.3, ""vacation"": 0.7}","{""casual"": 0.6, ""semi-formal"": 0.4}","{""no_constraint"": 0.4, ""understated"": 0.6}","{""bright"": 0.5, ""soft"": 0.5}",heldout,seed_blend
"cousin's mehndi, festive and colourful but comfortable to sit on the floor",wedding,semi-formal,bold,bright,"{""party"": 0.2, ""wedding"": 0.8}","{""casual"": 0.4, ""semi-formal"": 0.6}","{""bold"": 0.6, ""no_constraint"": 0.4}","{""bright"": 1.0}",train,seed_blend
"sunday brunch with the girls, cute and a little dressy but still casual",casual,casual,no_constraint,bright,"{""casual"": 0.6, ""party"": 0.4}","{""casual"": 0.6, ""semi-formal"": 0.4}","{""bold"": 0.4, ""no_constraint"": 0.6}","{""bright"": 1.0}",train,seed_blend
"date night but we are just walking and getting coffee, pretty but low effort",date,casual,understated,neutral,"{""date"": 1.0}","{""casual"": 1.0}","{""no_constraint"": 0.3, ""understated"": 0.7}","{""neutral"": 0.5, ""soft"": 0.5}",heldout,seed_blend
"office but there is a photoshoot for the website, polished and a bit bold",office,formal,bold,bright,"{""office"": 1.0}","{""formal"": 0.5, ""semi-formal"": 0.5}","{""bold"": 0.6, ""understated"": 0.4}","{""bright"": 0.5, ""neutral"": 0.5}",train,seed_blend
"new year's eve house party, glam but i still have to help host",party,semi-formal,bold,dark,"{""party"": 1.0}","{""casual"": 0.4, ""semi-formal"": 0.6}","{""bold"": 0.7, ""no_constraint"": 0.3}","{""dark"": 1.0}",train,seed_blend
"diwali party at a relative's, traditional-ish but modern and not too flashy",party,semi-formal,understated,bright,"{""party"": 0.6, ""wedding"": 0.4}","{""formal"": 0.3, ""semi-formal"": 0.7}","{""bold"": 0.45, ""understated"": 0.55}","{""bright"": 1.0}",train,seed_blend
"beach holiday with a boat party one afternoon, mostly relaxed one loud look",vacation,casual,bold,bright,"{""party"": 0.35, ""vacation"": 0.65}","{""casual"": 1.0}","{""bold"": 0.5, ""no_constraint"": 0.5}","{""bright"": 1.0}",heldout,seed_blend
"client dinner, formal but the restaurant is trendy so not stuffy",office,formal,understated,dark,"{""date"": 0.4, ""office"": 0.6}","{""formal"": 0.55, ""semi-formal"": 0.45}","{""understated"": 1.0}","{""dark"": 1.0}",train,seed_blend
"friend's birthday picnic in the park, casual but photo-ready",casual,casual,no_constraint,bright,"{""casual"": 0.6, ""party"": 0.4}","{""casual"": 1.0}","{""no_constraint"": 0.6, ""understated"": 0.4}","{""bright"": 0.6, ""soft"": 0.4}",train,seed_blend
"cocktail hour at a wedding, dressy and a bit bold but still guest-appropriate",wedding,semi-formal,bold,bright,"{""wedding"": 1.0}","{""formal"": 0.4, ""semi-formal"": 0.6}","{""bold"": 0.55, ""understated"": 0.45}","{""bright"": 0.5, ""dark"": 0.5}",train,seed_blend
"work conference, professional but i am presenting so a little statement",office,formal,bold,neutral,"{""office"": 1.0}","{""formal"": 0.6, ""semi-formal"": 0.4}","{""bold"": 0.55, ""understated"": 0.45}","{""bright"": 0.4, ""neutral"": 0.6}",train,seed_blend
"date at an art gallery opening, creative and elevated but comfortable",date,semi-formal,bold,dark,"{""date"": 0.6, ""party"": 0.4}","{""casual"": 0.3, ""semi-formal"": 0.7}","{""bold"": 0.5, ""understated"": 0.5}","{""dark"": 1.0}",train,seed_blend
"sister's roka, intimate family function, understated festive",wedding,semi-formal,understated,soft,"{""party"": 0.3, ""wedding"": 0.7}","{""formal"": 0.35, ""semi-formal"": 0.65}","{""understated"": 1.0}","{""bright"": 0.4, ""soft"": 0.6}",train,seed_blend
"team offsite dinner, smart casual, relaxed but not scruffy",office,semi-formal,understated,neutral,"{""casual"": 0.45, ""office"": 0.55}","{""casual"": 0.4, ""semi-formal"": 0.6}","{""understated"": 1.0}","{""neutral"": 1.0}",heldout,seed_blend
house party but mostly close friends so comfy-glam,party,casual,bold,dark,"{""casual"": 0.3, ""party"": 0.7}","{""casual"": 1.0}","{""bold"": 0.5, ""no_constraint"": 0.5}","{""dark"": 1.0}",train,seed_blend
"valentine's dinner, romantic and a little dressy, soft not sexy",date,semi-formal,understated,soft,"{""date"": 1.0}","{""casual"": 0.4, ""semi-formal"": 0.6}","{""bold"": 0.3, ""understated"": 0.7}","{""soft"": 1.0}",train,seed_blend
"farewell drinks for a colleague, office-to-bar, sentimental not wild",office,semi-formal,understated,neutral,"{""office"": 0.5, ""party"": 0.5}","{""casual"": 0.4, ""semi-formal"": 0.6}","{""bold"": 0.4, ""understated"": 0.6}","{""neutral"": 1.0}",train,seed_blend
